trade_id,security_isin,security_type,trade_amount,currency,counterparty,counterparty_risk_score,historical_fail_rate,market_volatility_index,settlement_delay_days,settlement_failed
2444,US488615924,Bond,4338580.27,GBP,JPMorgan,0.696,0.042,24.64,3,1
2445,US387832652,Derivative,2375580.44,GBP,HSBC,0.532,0.152,16.49,4,1
2446,US266153374,Equity,4638892.26,GBP,JPMorgan,0.955,0.098,25.28,0,1
2447,US568622282,Derivative,1065338.81,USD,HSBC,0.037,0.109,10.92,4,1
2448,US651970115,Derivative,2777911.85,JPY,Barclays,0.292,0.007,21.46,4,0
2449,US746442593,Equity,637935.07,USD,Morgan Stanley,0.07,0.124,21.17,1,0
2450,US762027644,Derivative,2241629.22,GBP,Goldman Sachs,0.879,0.041,18.75,1,1
2451,US165244261,Equity,2853819.45,EUR,Citi,0.594,0.077,12.38,2,0
2452,US430854893,Bond,3032319.36,EUR,Barclays,0.535,0.083,33.13,0,0
2453,US854517635,Equity,1833988.7,GBP,Morgan Stanley,0.131,0.09,22.61,4,1
2454,US819808101,Equity,390914.85,JPY,JPMorgan,0.489,0.045,34.42,0,0
2455,US908194066,Equity,3280077.1,GBP,Morgan Stanley,0.399,0.17,35.07,0,0
2456,US348446405,Derivative,2447274.98,USD,Barclays,0.316,0.086,16.41,1,0
2457,US750153441,Equity,693025.54,JPY,Goldman Sachs,0.772,0.122,22.64,4,1
2458,US152764241,Equity,4680021.09,JPY,JPMorgan,0.061,0.123,31.63,2,0
2459,US649288332,Equity,4778786.62,USD,BNP Paribas,0.647,0.121,24.98,3,1
2460,US305358056,Bond,4284465.34,JPY,JPMorgan,0.823,0.112,35.65,2,1
2461,US388603414,Equity,4220902.82,GBP,Goldman Sachs,0.907,0.165,27.15,1,1
2462,US897074258,Derivative,502369.67,GBP,HSBC,0.746,0.163,28.89,2,1
2463,US610674284,Equity,4967166.35,EUR,JPMorgan,0.282,0.083,33.61,1,0
2464,US391345738,Equity,2007899.59,USD,Barclays,0.601,0.127,13.67,1,1
2465,US639758208,Bond,823974.37,JPY,HSBC,0.141,0.021,27.53,0,0
2466,US616293975,Equity,4062387.62,JPY,JPMorgan,0.117,0.018,12.56,4,0
2467,US301302013,Derivative,1136396.53,JPY,Citi,0.639,0.096,17.82,3,0
2468,US291079221,Equity,2635614.85,GBP,Morgan Stanley,0.851,0.18,16.38,1,0
2469,US740270790,Derivative,648800.17,USD,HSBC,0.067,0.13,27.01,1,0
2470,US124733272,Bond,2378482.16,GBP,Barclays,0.106,0.134,35.32,0,1
2471,US436644820,Equity,2795126.05,JPY,Goldman Sachs,0.566,0.032,13.98,3,0
2472,US420343694,Bond,2235160.56,GBP,Barclays,0.218,0.091,33.05,1,1
2473,US659242304,Equity,356739.26,JPY,Citi,0.612,0.08,14.29,4,1
2474,US600198475,Derivative,2429845.76,JPY,HSBC,0.215,0.157,15.69,4,0
2475,US571724025,Bond,2350024.79,GBP,JPMorgan,0.116,0.028,37.51,0,0
2476,US727806918,Equity,1315485.18,JPY,JPMorgan,0.546,0.108,10.29,1,0
2477,US372468110,Derivative,4608791.98,GBP,BNP Paribas,0.862,0.182,15.91,3,0
2478,US939525268,Bond,2094783.74,EUR,Barclays,0.685,0.178,16.47,0,1
2479,US660148370,Equity,4321937.82,GBP,JPMorgan,0.819,0.17,18.46,0,1
2480,US695102523,Bond,557222.51,EUR,JPMorgan,0.266,0.075,20.9,2,0
2481,US308304732,Equity,1601197.65,EUR,Citi,0.886,0.188,13.1,0,0
2482,US953382616,Derivative,889890.96,GBP,Goldman Sachs,0.377,0.161,24.05,2,0
2483,US514401952,Derivative,2047969.83,USD,BNP Paribas,0.852,0.17,21.98,2,1
2484,US296223711,Bond,567067.07,USD,BNP Paribas,0.471,0.186,28.75,1,1
2485,US629362416,Bond,2210763.68,GBP,BNP Paribas,0.268,0.187,36.03,4,0
2486,US935025186,Equity,1775815.01,GBP,HSBC,0.26,0.048,18.93,3,0
2487,US162994533,Derivative,1124342.09,JPY,Morgan Stanley,0.568,0.026,26.39,0,0
2488,US414374105,Equity,3214475.27,JPY,Barclays,0.079,0.138,21.14,1,0
2489,US473927178,Derivative,4755048.33,GBP,Goldman Sachs,0.93,0.113,11.21,3,0
2490,US544308322,Bond,1043496.23,USD,Morgan Stanley,0.271,0.065,34.63,0,0
2491,US823463111,Equity,3561836.29,JPY,Goldman Sachs,0.336,0.137,29.03,4,0
2492,US822468461,Equity,3714480.64,JPY,Barclays,0.233,0.012,10.07,4,0
2493,US712359117,Derivative,2495621.38,USD,BNP Paribas,0.003,0.009,17.49,2,0
2494,US613207113,Derivative,4489365.05,GBP,Citi,0.693,0.071,19.27,2,1
2495,US140133569,Derivative,4832286.43,USD,Citi,0.591,0.039,34.35,3,1
2496,US101912584,Bond,1817609.8,EUR,Citi,0.81,0.144,32.82,0,0
2497,US657425666,Equity,3258656.16,JPY,Goldman Sachs,0.041,0.19,21.88,2,0
2498,US281950548,Derivative,3314440.96,JPY,Barclays,0.929,0.132,14.72,1,0
2499,US586764313,Bond,2024141.28,JPY,JPMorgan,0.331,0.131,21.58,2,1
2500,US965343815,Derivative,1590787.46,USD,JPMorgan,0.913,0.001,34.3,3,0
2501,US181955631,Equity,4669383.55,USD,Citi,0.107,0.102,23.57,1,0
2502,US517330625,Derivative,3952007.93,GBP,HSBC,0.744,0.163,13.48,4,0
2503,US805390491,Equity,581178.18,JPY,Goldman Sachs,0.579,0.131,11.16,1,1
2504,US210131828,Bond,608221.52,EUR,JPMorgan,0.358,0.046,20,3,1
2505,US373874140,Bond,4613488.42,GBP,Goldman Sachs,0.079,0.17,14.45,4,1
2506,US491906457,Derivative,416234.73,USD,Barclays,0.605,0.193,32.35,0,0
2507,US567800728,Equity,3445222.52,EUR,HSBC,0.026,0.056,18.36,3,0
2508,US659185931,Equity,1141523.65,GBP,HSBC,0.501,0.041,36.32,2,0
2509,US739915140,Equity,185574.86,USD,Citi,0.604,0.068,28.52,3,0
2510,US739188961,Derivative,307591.35,EUR,Morgan Stanley,0.733,0.013,21.81,3,1
2511,US214348335,Equity,1873875.3,GBP,Citi,0.991,0.175,28.3,3,1
2512,US444337700,Equity,397166.37,EUR,Morgan Stanley,0.26,0.186,18.86,4,0
2513,US244321835,Equity,2987229.61,USD,HSBC,0.322,0.127,14.24,3,0
2514,US563448846,Equity,3239800.01,GBP,JPMorgan,0.341,0.153,38.93,0,0
2515,US720044330,Derivative,1873608.17,USD,HSBC,0.732,0.134,26.89,3,0
2516,US163923119,Derivative,3716961.6,JPY,BNP Paribas,0.932,0.075,10.22,2,1
2517,US312232534,Equity,2455312.18,JPY,Morgan Stanley,0.974,0.126,19.31,1,0
2518,US370521669,Equity,2156840.23,EUR,BNP Paribas,0.946,0.167,14.79,4,0
2519,US982717562,Bond,2040870.56,JPY,Goldman Sachs,0.879,0.162,17.75,2,0
2520,US191199914,Bond,2161221.37,USD,HSBC,0.991,0.016,11.67,0,0
2521,US178308332,Equity,4839759.37,EUR,BNP Paribas,0.376,0.093,17.35,3,1
2522,US410927380,Equity,3410221.23,GBP,Morgan Stanley,0.948,0.079,30.49,4,1
2523,US940860054,Bond,1582897.14,USD,JPMorgan,0.761,0.15,34.62,4,0
2524,US876796778,Bond,3671960.75,GBP,JPMorgan,0.168,0.1,20.42,4,1
2525,US132482294,Equity,1658034.27,GBP,HSBC,0.045,0.07,25.67,2,0
2526,US730133071,Derivative,637317.39,GBP,Citi,0.214,0.141,11.25,1,0
2527,US733399086,Derivative,2382048.18,GBP,JPMorgan,0.779,0.095,12.72,1,1
2528,US406146420,Equity,3757609.06,USD,Goldman Sachs,0.632,0.051,26.56,0,1
2529,US735786363,Equity,1894522.96,JPY,Morgan Stanley,0.224,0.178,35.22,2,1
2530,US979008142,Bond,4347178.97,USD,Barclays,0.742,0.023,12.64,2,0
2531,US764401699,Bond,1940893.99,JPY,JPMorgan,0.141,0.004,22.56,2,0
2532,US860357578,Derivative,1755696.74,GBP,BNP Paribas,0.822,0.029,39.11,3,1
2533,US658665778,Equity,4991237.13,JPY,Morgan Stanley,0.794,0.033,32.16,2,0
2534,US358846478,Bond,2417535.39,GBP,Citi,0.973,0.108,15.93,2,1
2535,US946770499,Derivative,4028053.84,EUR,Barclays,0.15,0.125,18.56,4,1
2536,US892146708,Derivative,4026890.4,GBP,Citi,0.907,0.09,38.44,4,1
2537,US536466133,Derivative,4632582.99,JPY,Goldman Sachs,0.341,0.041,16.63,4,0
2538,US935621650,Bond,433626.32,EUR,Citi,0.416,0.026,23.23,2,0
2539,US535599137,Bond,1363389.18,EUR,Morgan Stanley,0.468,0.098,20.67,2,0
2540,US814388813,Equity,3841062.98,GBP,Barclays,0.627,0.113,24.7,4,1
2541,US604021955,Equity,2817381.45,USD,HSBC,0.995,0.061,17.1,0,0
2542,US129105135,Derivative,2802478.56,JPY,Citi,0.6,0.044,30.05,0,0
2543,US199148148,Derivative,839414.36,EUR,Citi,0.927,0.016,17.04,1,0
2544,US249777971,Bond,1412953.54,USD,HSBC,0.255,0.005,28.06,3,0
2545,US830556909,Bond,2611457.09,GBP,BNP Paribas,0.398,0.021,20.73,3,0
2546,US346058522,Equity,1393135.01,GBP,BNP Paribas,0.504,0.148,17.54,1,1
2547,US871401372,Equity,1059311.14,GBP,Goldman Sachs,0.323,0.069,30.85,4,0
2548,US327744494,Equity,447902.72,GBP,HSBC,0.977,0.005,38.96,4,1
2549,US238556571,Bond,787072.8,JPY,HSBC,0.726,0.102,36.08,2,0
2550,US268196386,Derivative,3846650.13,EUR,Morgan Stanley,0.479,0.107,12.61,3,1
2551,US447600519,Equity,3596708.11,JPY,Citi,0.751,0.086,23.63,2,0
2552,US363314575,Equity,238710.08,EUR,Morgan Stanley,0.467,0.022,30.84,2,0
2553,US484942185,Bond,1024387.59,USD,JPMorgan,0.017,0.151,26.88,3,1
2554,US573879971,Equity,2806672.18,USD,Goldman Sachs,0.543,0.138,31.79,4,1
2555,US743837953,Derivative,1619912.94,EUR,BNP Paribas,0.625,0.079,39.25,0,1
2556,US197169328,Bond,4118015.52,GBP,HSBC,0.981,0.076,20.27,4,0
2557,US802438019,Equity,3927096.65,USD,Goldman Sachs,0.041,0.031,33.13,4,0
2558,US414280025,Equity,4458986.98,JPY,Goldman Sachs,0.512,0.151,12.82,2,1
2559,US623496792,Bond,2819026.85,EUR,Morgan Stanley,0.098,0.12,36.09,2,1
2560,US196555357,Bond,1766861.63,USD,HSBC,0.149,0.017,33.35,2,0
2561,US878030538,Equity,3034262.83,EUR,BNP Paribas,0.61,0.076,25.63,3,1
2562,US629237254,Derivative,454792.03,GBP,BNP Paribas,0.232,0.181,34.63,3,1
2563,US877895262,Bond,57834.23,EUR,Citi,0.749,0.09,30,1,0
2564,US569937259,Derivative,95296.67,USD,Citi,0.514,0.065,26.57,2,1
2565,US879271753,Equity,2043639.26,EUR,Morgan Stanley,0.218,0.129,38.38,3,0
2566,US313808166,Derivative,1148107.19,USD,Morgan Stanley,0.494,0.041,13.91,1,0
2567,US208075916,Equity,795115.15,USD,JPMorgan,0.001,0.105,39.79,2,0
2568,US892787102,Equity,3080476.82,USD,Barclays,0.863,0.134,14.63,2,1
2569,US997846854,Equity,4975524.26,JPY,Barclays,0.013,0.171,24.41,0,0
2570,US294468798,Equity,896988.49,GBP,Goldman Sachs,0.007,0.139,16.94,3,0
2571,US559032887,Derivative,2736642.91,GBP,Citi,0.612,0.077,18.16,1,0
2572,US286432752,Equity,607440.29,EUR,BNP Paribas,0.974,0.154,28.95,2,1
2573,US389103785,Equity,4671839.84,EUR,HSBC,0.856,0.18,11.04,3,0
2574,US895550140,Derivative,1465858.29,USD,Goldman Sachs,0.252,0.096,38.22,1,0
2575,US128186921,Bond,4392915.7,GBP,HSBC,0.197,0.001,18.39,0,0
2576,US820491447,Derivative,1422551.43,EUR,BNP Paribas,0.626,0.176,18.18,1,0
2577,US849589587,Derivative,4032201.88,EUR,Citi,0.823,0.033,35.91,2,1
2578,US473829493,Derivative,1054812.85,GBP,Citi,0.362,0.025,32.95,4,1
2579,US340486150,Equity,1471019.26,USD,JPMorgan,0.432,0.062,30.15,4,1
2580,US382388277,Equity,970452.07,EUR,Morgan Stanley,0.115,0.076,14.39,0,0
2581,US315721344,Equity,1328656.79,USD,HSBC,0.153,0.16,33.09,2,1
2582,US630470059,Bond,4175980.12,GBP,Morgan Stanley,0.568,0.078,20.82,2,1
2583,US286455415,Equity,3198772.16,GBP,Morgan Stanley,0.103,0.01,39.82,3,0
2584,US213813164,Bond,2035339.55,EUR,Barclays,0.202,0.127,30.14,4,1
2585,US671880809,Equity,4857889.93,EUR,Morgan Stanley,0.235,0.134,35.08,3,1
2586,US582343470,Derivative,2329659.02,GBP,Barclays,0.444,0.163,32.01,2,1
2587,US965020794,Equity,4849102.26,USD,BNP Paribas,0.046,0.08,27.83,0,0
2588,US111098252,Bond,990968.75,USD,Goldman Sachs,0.5,0.017,31.49,4,0
2589,US536419446,Bond,4524145.75,JPY,HSBC,0.929,0.111,27.92,3,1
2590,US692641941,Equity,78972.8,GBP,Barclays,0.024,0.024,11.54,0,0
2591,US397163893,Derivative,2731062.98,EUR,Citi,0.631,0.003,20.37,2,1
2592,US165176852,Equity,2121031.45,GBP,JPMorgan,0.836,0.156,19.49,1,0
2593,US676412373,Equity,2630188.35,EUR,HSBC,0.312,0.081,31.42,1,0
2594,US501745115,Equity,2771689.71,USD,JPMorgan,0.132,0.105,27.29,4,1
2595,US287878425,Derivative,1951266.46,EUR,Citi,0.043,0.133,28.31,0,0
2596,US729667598,Bond,4991007.26,JPY,BNP Paribas,0.644,0.08,35.41,3,0
2597,US576659721,Derivative,4882770.88,USD,HSBC,0.552,0.01,25.76,0,0
2598,US850646231,Bond,4809109.43,JPY,Goldman Sachs,0.229,0.051,16.55,4,0
2599,US791612025,Bond,4895634.39,GBP,JPMorgan,0.832,0.039,10.37,2,0
2600,US575764344,Bond,3967131.87,EUR,HSBC,0.736,0.195,14.78,0,1
2601,US485951356,Derivative,4943066.49,USD,Citi,0.276,0.148,10.92,4,1
2602,US769547177,Equity,4462877.52,EUR,JPMorgan,0.753,0.09,17.11,4,1
2603,US744344391,Equity,2085503.86,JPY,Barclays,0.245,0.013,29.05,3,0
2604,US185661847,Equity,3926037.77,USD,BNP Paribas,0.675,0.023,14.54,2,0
2605,US544191439,Equity,4561218.55,JPY,JPMorgan,0.119,0.163,12.46,0,0
2606,US343254320,Equity,3565904.31,USD,BNP Paribas,0.692,0.189,39.13,4,1
2607,US124245082,Derivative,2119683.88,GBP,BNP Paribas,0.239,0.006,39.91,2,0
2608,US231106084,Derivative,338293.31,GBP,Barclays,0.572,0.182,29.11,3,0
2609,US323598147,Derivative,4050387.72,EUR,HSBC,0.172,0.076,13.26,4,0
2610,US206541105,Derivative,4764186.94,JPY,BNP Paribas,0.726,0.043,34.65,3,0
2611,US411876114,Derivative,1818691.67,JPY,Barclays,0.061,0.02,26.18,2,0
2612,US534540131,Derivative,768011.19,USD,JPMorgan,0.165,0.154,15.46,3,0
2613,US846200123,Derivative,1639254.16,GBP,JPMorgan,0.184,0.094,27.27,0,1
2614,US836263334,Equity,2917285.57,EUR,BNP Paribas,0.041,0.166,11.18,3,0
2615,US819621321,Bond,1591475.73,GBP,Barclays,0.745,0.045,39.17,1,1
2616,US355679320,Derivative,3056987.46,JPY,JPMorgan,0.981,0.136,34.78,1,0
2617,US510321041,Bond,4834592.64,EUR,BNP Paribas,0.778,0.024,17.82,1,1
2618,US171537554,Derivative,3356965.12,GBP,HSBC,0.861,0.018,22.57,1,0
2619,US631971747,Derivative,1819670.24,GBP,Goldman Sachs,0.006,0.027,21.86,0,0
2620,US742973641,Equity,4679407.33,USD,Morgan Stanley,0.118,0.162,35.84,4,1
2621,US966585568,Bond,2832519.99,USD,HSBC,0.559,0.131,20.64,1,0
2622,US847087286,Equity,650578.27,JPY,HSBC,0.978,0.033,11.44,1,0
2623,US471980529,Equity,2499915.22,GBP,Morgan Stanley,0.661,0.077,16.44,4,1
2624,US757060420,Bond,3271645.86,USD,Citi,0.374,0.153,16.47,1,0
2625,US821615534,Equity,4192889.29,GBP,BNP Paribas,0.146,0.057,38.48,4,1
2626,US612216171,Derivative,4683019.17,EUR,Morgan Stanley,0.153,0.184,37.72,1,0
2627,US584459745,Derivative,1593906.51,GBP,Goldman Sachs,0.363,0.183,19.02,4,1
2628,US251861908,Derivative,786006.7,GBP,BNP Paribas,0.714,0.111,10.08,4,1
2629,US511090896,Derivative,378404.92,JPY,Morgan Stanley,0.032,0.126,25.51,2,0
2630,US866419605,Derivative,3694389.47,EUR,Morgan Stanley,0.852,0.131,33.92,3,1
2631,US201526959,Equity,3977839.68,EUR,Goldman Sachs,0.942,0.052,18.06,4,0
2632,US367455268,Equity,2052771.9,USD,Barclays,0.889,0.073,23.17,1,0
2633,US709762958,Derivative,1985667.78,EUR,Morgan Stanley,0.913,0.027,15.18,0,1
2634,US559965403,Derivative,4771642.79,JPY,HSBC,0.015,0.185,19.82,4,0
2635,US985562822,Equity,4584239.81,USD,Citi,0.978,0.145,32.77,1,0
2636,US300563871,Bond,1173996.85,GBP,HSBC,0.366,0.009,22.85,4,0
2637,US692537098,Equity,3906230.16,EUR,Morgan Stanley,0.869,0.11,23.42,2,1
2638,US129565896,Equity,3117274.98,GBP,Morgan Stanley,0.187,0.069,33.69,0,0
2639,US705186637,Equity,779571.47,USD,Goldman Sachs,0.447,0.163,32.89,0,0
2640,US667002188,Equity,1790287.52,EUR,Goldman Sachs,0.044,0.069,15.61,1,1
2641,US505772796,Equity,895589.98,USD,BNP Paribas,0.04,0.129,22.46,3,0
2642,US351060664,Bond,1482828.63,USD,Citi,0.943,0.033,35.47,2,1
2643,US708916376,Derivative,3080352.87,EUR,JPMorgan,0.811,0.112,23.7,3,1
2644,US205399615,Derivative,1882574.7,EUR,Goldman Sachs,0.53,0.059,29.85,0,0
2645,US686004258,Bond,1976357,USD,JPMorgan,0.525,0.033,19.18,0,0
2646,US516813318,Derivative,2702839.99,JPY,Citi,0.749,0.124,11.79,3,0
2647,US938139476,Derivative,445248.45,EUR,Morgan Stanley,0.342,0.128,14.95,4,1
2648,US855232401,Derivative,3696598.48,USD,BNP Paribas,0.762,0.197,22.05,3,1
2649,US762794050,Bond,2014530.57,GBP,Morgan Stanley,0.485,0.134,20.6,3,1
2650,US927713065,Bond,2407181.47,GBP,HSBC,0.638,0.103,36.87,4,0
2651,US865361525,Derivative,4871755.65,EUR,BNP Paribas,0.965,0.183,26.37,4,0
2652,US940915580,Derivative,1728390.77,EUR,JPMorgan,0.471,0.166,28.81,4,1
2653,US926506992,Derivative,3244612.49,GBP,HSBC,0.418,0.11,30.66,2,1
2654,US167951050,Equity,1968596.54,USD,Citi,0.906,0.102,25.95,0,0
2655,US491228695,Equity,4472470.77,USD,Citi,0.903,0.188,33.09,0,1
2656,US651449275,Equity,4235313.77,USD,Goldman Sachs,0.992,0.123,33.49,4,1
2657,US395094573,Bond,1215705.12,JPY,JPMorgan,0.551,0.143,20.54,4,0
2658,US547147538,Derivative,3461811.11,EUR,BNP Paribas,0.344,0.017,12.54,2,1
2659,US543323971,Bond,335208.26,JPY,Goldman Sachs,0.24,0.144,39.59,2,1
2660,US474637669,Bond,4816295.09,JPY,JPMorgan,0.034,0.053,29.28,1,0
2661,US436669225,Bond,1751460.64,JPY,HSBC,0.727,0.023,31.27,3,0
2662,US767973919,Derivative,4160895.44,JPY,Goldman Sachs,0.233,0.17,32.7,0,0
2663,US203769254,Equity,1598972.52,USD,Goldman Sachs,0.607,0.138,28.39,0,0
2664,US197163884,Derivative,3167526,EUR,Citi,0.917,0.082,24.13,2,1
2665,US441103597,Derivative,4918118.05,EUR,Citi,0.95,0.086,39.54,3,0
2666,US163975459,Bond,4384981.82,JPY,Morgan Stanley,0.004,0.039,31.83,2,1
2667,US467899367,Bond,810225.89,EUR,Morgan Stanley,0.317,0.002,35.38,1,0
2668,US724015076,Bond,2741967.28,GBP,Citi,0.837,0.07,23.19,1,1
2669,US719295072,Equity,1749173.59,USD,Citi,0.536,0.03,37.14,1,0
2670,US511246243,Equity,2177350.87,EUR,HSBC,0.808,0.084,31.96,2,0
2671,US924063874,Equity,1682563.81,USD,Goldman Sachs,0.853,0.167,32.38,3,1
2672,US749347144,Derivative,1686436.65,GBP,Morgan Stanley,0.443,0.023,12.61,4,1
2673,US415128455,Bond,2717340.69,USD,Citi,0.359,0.018,28.52,0,1
2674,US602322528,Derivative,967900.41,GBP,JPMorgan,0.455,0.18,20.06,4,1
2675,US501839173,Equity,2691603.17,JPY,JPMorgan,0.653,0.149,30.07,3,0
2676,US550955688,Bond,1402037.53,EUR,Morgan Stanley,0.367,0.011,27.05,2,0
2677,US603180262,Equity,1452024.69,JPY,JPMorgan,0.775,0.016,13.34,2,0
2678,US398173123,Bond,3696352.66,EUR,BNP Paribas,0.904,0.137,25.9,2,1
2679,US926394380,Bond,157672.08,JPY,Goldman Sachs,0.282,0.074,23.54,1,1
2680,US181861168,Derivative,1910919.36,GBP,Morgan Stanley,0.965,0.145,33.29,1,0
2681,US451599419,Derivative,2043596.56,EUR,BNP Paribas,0.623,0.081,25.08,1,0
2682,US390393729,Equity,2430699.6,JPY,Citi,0.878,0.194,24.43,4,1
2683,US828437691,Derivative,3348365.01,USD,HSBC,0.104,0.139,31.58,0,1
2684,US316279556,Derivative,1854737.05,USD,HSBC,0.251,0.009,30.06,2,1
2685,US400353963,Derivative,1073554.15,JPY,BNP Paribas,0.321,0.066,39.76,2,1
2686,US702017951,Bond,4425515.47,GBP,JPMorgan,0.303,0.113,20.56,4,0
2687,US271849876,Derivative,4905382.75,JPY,Goldman Sachs,0.172,0.028,30.65,0,0
2688,US190827527,Equity,109873.32,USD,Citi,0.868,0.001,15.02,0,0
2689,US658685413,Bond,2736869.59,EUR,Barclays,0.419,0.016,34.14,4,1
2690,US498624455,Bond,1715094.87,EUR,Goldman Sachs,0.963,0.105,33.58,2,1
2691,US748013361,Derivative,1392177.98,JPY,JPMorgan,0.583,0.126,31.77,3,1
2692,US873660738,Bond,1685174.89,EUR,Goldman Sachs,0.138,0.019,13.57,3,0
2693,US241552629,Equity,3198000,USD,HSBC,0.546,0.133,39.63,0,0
2694,US419261052,Equity,961672.89,EUR,Barclays,0.994,0.123,38.28,0,0
2695,US988451129,Bond,4565174.95,JPY,Barclays,0.565,0.188,21.1,2,1
2696,US456490498,Derivative,2335911.48,JPY,Goldman Sachs,0.002,0.168,27.32,0,1
2697,US917439061,Derivative,1634628.4,JPY,HSBC,0.933,0.189,36.67,4,0
2698,US827940933,Bond,3830001.34,USD,Citi,0.235,0.193,24.84,3,1
2699,US324793729,Equity,91569.86,GBP,HSBC,0.689,0.088,27.97,3,0
2700,US651802027,Bond,2164945.8,EUR,BNP Paribas,0.515,0.098,28.1,0,0
2701,US795094017,Derivative,1782964.97,JPY,Citi,0.325,0.056,29.48,4,1
2702,US585091941,Derivative,1697667.45,GBP,Barclays,0.283,0.102,27.27,0,1
2703,US348177872,Bond,1691986.1,JPY,Morgan Stanley,0.929,0.03,22.18,0,0
2704,US943326934,Equity,166044.17,JPY,Morgan Stanley,0.912,0.134,26.18,4,0
2705,US458928499,Bond,769060.85,USD,Citi,0.513,0.005,36.14,4,1
2706,US358309383,Equity,718006.94,USD,Morgan Stanley,0.258,0.047,35.92,1,0
2707,US445637525,Equity,4943166.42,GBP,Citi,0.102,0.042,33.18,3,0
2708,US367562795,Bond,120607.12,JPY,JPMorgan,0.157,0.188,22.42,0,0
2709,US481253049,Bond,843697.55,EUR,Citi,0.522,0.029,33.58,2,0
2710,US991743779,Equity,4871130.8,EUR,JPMorgan,0.308,0.178,21.64,0,1
2711,US852920396,Equity,3145000.4,EUR,BNP Paribas,0.042,0.025,29.92,0,0
2712,US679648988,Equity,2258828.93,GBP,Barclays,0.455,0.13,27.02,2,1
2713,US916064798,Equity,403017.06,USD,Morgan Stanley,0.746,0.064,19,3,1
2714,US120778286,Derivative,3351609.2,GBP,BNP Paribas,0.892,0.063,23.59,1,1
2715,US963003640,Bond,697636.91,USD,BNP Paribas,0.585,0.2,34.91,4,0
2716,US832197174,Equity,3359218.75,EUR,HSBC,0.723,0.045,37.38,1,1
2717,US253878735,Bond,4896090.72,EUR,HSBC,0.364,0.041,16.16,0,0
2718,US784952169,Equity,2664543.57,USD,Barclays,0.496,0.118,23.69,0,0
2719,US515222205,Bond,1078282.43,EUR,Goldman Sachs,0.73,0.148,23.01,2,0
2720,US841694109,Bond,3130165.92,GBP,Goldman Sachs,0.728,0.197,24.67,2,0
2721,US960586616,Equity,2569519.14,USD,BNP Paribas,0.425,0.14,39.3,0,1
2722,US408406326,Equity,2670369.92,EUR,BNP Paribas,0.544,0.112,25.56,1,0
2723,US126471311,Bond,2395753.66,JPY,HSBC,0.924,0.082,34.9,1,0
2724,US105311499,Bond,3371965.47,EUR,Barclays,0.632,0.119,29.92,3,1
2725,US519066512,Bond,2864007.36,JPY,Citi,0.643,0.12,13.22,0,0
2726,US318412431,Derivative,4935105.44,EUR,Citi,0.785,0.044,30.87,4,0
2727,US808290443,Equity,4131058.47,JPY,Morgan Stanley,0.115,0.134,29.41,4,0
2728,US295206099,Derivative,1330844.9,EUR,Barclays,0.523,0.041,32.75,1,1
2729,US860972943,Derivative,3631525.04,JPY,Goldman Sachs,0.959,0.098,12.23,2,0
2730,US669196061,Equity,1079358.74,USD,Barclays,0.362,0.052,17.24,2,0
2731,US614661654,Equity,3913908.58,USD,Barclays,0.295,0.063,33.08,1,0
2732,US741306971,Derivative,746312.62,JPY,HSBC,0.601,0.123,21.12,3,0
2733,US754621799,Equity,2373033.63,EUR,Morgan Stanley,0.221,0.013,37.32,0,0
2734,US186012533,Bond,3955124.93,GBP,Citi,0.556,0.002,25.53,4,0
2735,US860213351,Bond,1407762.38,GBP,BNP Paribas,0.156,0.026,10.03,1,0
2736,US179885559,Derivative,4187224.43,GBP,Goldman Sachs,0.58,0.034,30.97,2,0
2737,US271614571,Derivative,3224312.04,GBP,Morgan Stanley,0.602,0.04,25.4,0,1
2738,US495279992,Equity,1993636.42,JPY,Goldman Sachs,0.418,0.155,19.51,4,0
2739,US836837917,Equity,2122849.38,USD,Goldman Sachs,0.383,0.089,10.61,3,0
2740,US190013844,Derivative,4630697.75,USD,Citi,0.245,0.094,15.96,1,0
2741,US499127635,Derivative,1096777.09,GBP,BNP Paribas,0.331,0.129,14.85,0,0
2742,US630796485,Bond,3469879.45,USD,BNP Paribas,0.498,0.146,27.49,4,0
2743,US130267797,Bond,3539398.09,JPY,HSBC,0.248,0.001,33.09,3,1
2744,US482786513,Equity,4613023.97,GBP,Citi,0.783,0.171,17.04,2,0
2745,US262787783,Bond,3568689.7,JPY,Morgan Stanley,0.709,0.198,30.93,0,0
2746,US122636262,Equity,2926492.42,JPY,JPMorgan,0.269,0.024,36.99,1,0
2747,US592573471,Equity,4513587.47,EUR,Morgan Stanley,0.097,0.13,28.65,4,0
2748,US648525216,Equity,4147368.83,JPY,Morgan Stanley,0,0,33.27,2,1
2749,US565945588,Bond,3586714.51,EUR,JPMorgan,0.597,0.01,16.13,2,0
2750,US426707983,Derivative,172566.13,GBP,Goldman Sachs,0.211,0.057,12.25,4,0
2751,US129370827,Derivative,1873866.89,JPY,Barclays,0.013,0.169,20.96,4,1
2752,US237559589,Bond,3163129.46,USD,JPMorgan,0.359,0.131,31.27,4,0
2753,US784205555,Derivative,2616030.12,GBP,Barclays,0.962,0.089,30.58,0,0
2754,US996551649,Equity,1603398.45,JPY,Goldman Sachs,0.69,0.088,38.65,1,1
2755,US371051260,Derivative,730675.34,JPY,JPMorgan,0.858,0.093,28.9,2,1
